Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8131,Aliens: Infestation,DS,2011,Action,Sega,0.1,0.06,0,0.02,
8138,Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0,0,0.01,
8140,Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0,0.01,
8178,Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0,0.02,
8207,Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.13,0.02,0.01,0.01,
8253,Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,
8262,The Hobbit,GC,2003,Platform,Vivendi Games,0.13,0.03,0,0,
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0,0,0.16,0.01,
8318,NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02,
8330,Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.07,0,0.02,
8362,Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,
8365,Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.14,0.01,0,0.01,
8403,Mega Man Network Transmission,GC,2003,Platform,Capcom,0.13,0.03,0,0,
8443,Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.14,0.01,0,0.01,
8460,Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0,0,
8476,Chaotic: Shadow Warriors,PS3,2009,Action,Activision,0.15,0,0,0.01,
8484,Gunslingers,Wii,2010,Shooter,Neko Entertainment,0.08,0.06,0,0.02,
8506,The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision,0.11,0.04,0,0.01,
8524,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0,0.01,
8529,Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.1,0,0.01,
8589,Space Invaders,N64,1999,Shooter,Activision,0.13,0.03,0,0,
8591,Destruction Derby 64,N64,1999,Racing,THQ,0.13,0.03,0,0,
8623,Amped 3,X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,
8640,Konami Krazy Racers,GBA,2001,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0,
8642,Blitz: The League II,PS3,2008,Sports,Midway Games,0.11,0.03,0,0.02,
8650,Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.1,0.04,0,0.01,
8663,Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.1,0.04,0,0.01,
8707,Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0,0,0.01,
8743,Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios,0.12,0.03,0,0.01,
8800,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005,Adventure,THQ,0.11,0.04,0,0,
8827,Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,0.14,0,0,0.01,
8869,Burger Island,Wii,2009,Action,Destineer,0.14,0,0,0.01,
8880,Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0,0,0.01,
8891,Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.11,0.03,0,0.01,
8898,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,,0.11,0.04,0,0,
8943,Galerians,PS,1999,Adventure,Crave Entertainment,0.08,0.06,0,0.01,
9011,Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,
9037,Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0,0.12,0,0.02,
9041,Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft,0.09,0.04,0,0.01,
9090,Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,
9103,PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0,0.04,0.01,
9132,Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0,0.01,
9145,How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0,0.01,
9176,Gyakuten Saiban 2,GBA,2002,Action,Capcom,0,0,0.14,0,
9186,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0,0,0.14,0,
9203,Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.01,
9204,Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0,0.01,
9221,Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,0.04,0.1,0,
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.01,
9310,Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.01,
9371,Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.03,0,0.01,
9372,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,0.12,0,0.02,
9378,Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,
9428,Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,
9434,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,
9450,How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.08,0,0.02,
9508,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0,0.01,
9544,7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,
9604,SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0,0.01,
9726,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0,0.03,
9742,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01,
9774,Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02,
9782,Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0,0.03,0.09,0,
9820,Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0,0,
9830,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0,0.01,
9857,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0,0,
9880,7 Days to Die,PS4,2016,Action,Telltale Games,0.03,0.07,0,0.02,
9882,Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.01,
9890,MLB Inside Pitch 2003,XB,2003,Sports,Microsoft Game Studios,0.09,0.03,0,0,
9892,The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.07,0,0.01,
9905,A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0,0,0.12,0,
9957,Ultimate Puzzle Games: Sudoku Edition,DS,2007,Puzzle,Telegames,0.11,0,0,0.01,
9958,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,
9963,Dora the Explorer: Journey to the Purple Planet,GC,2005,Adventure,Global Star,0.09,0.02,0,0,
9966,Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0,0.01,
9986,Dorabase 2: Nettou Ultra Stadium,DS,2009,Sports,Namco Bandai Games,0,0,0.12,0,
9993,Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,0.11,0,0,0.01,
10005,SplashDown,XB,2002,Racing,Atari,0.09,0.02,0,0,
10006,Nobunaga no Yabou: Tenshoki,SAT,1995,Strategy,Tecmo Koei,0,0,0.11,0,
10081,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.1,0,0,0.01,
10088,Skylanders: SuperChargers,3DS,2015,Action,Activision,0.05,0.06,0,0.01,
10164,Pinball Hall of Fame: The Williams Collection,PSP,2008,Misc,System 3 Arcade Software,0.09,0.01,0,0.01,
10184,ATV Quad Kings,DS,2010,Racing,Storm City Games,0.1,0,0,0.01,
10201,Mobile Light Force 2,PS2,2002,Shooter,Taito,0.05,0.04,0,0.01,
10237,Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,0,0,0.11,0,
10240,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0,0.01,
10256,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0,0,
10258,Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,0.06,0.04,0,0.01,
10339,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0,0,0.01,
10342,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0,0,
10354,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,0,0,0.1,0.01,
10368,Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.01,
10395,Toukiden 2,PSV,2016,Action,Tecmo Koei,0,0,0.11,0,
10397,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0,0,0.11,0,
10416,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0,0,
10421,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,0.1,0,0,0.01,
10422,Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,0,0,0.1,0,
10486,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0,0,0.01,
10504,Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,0,0,0.1,0,
10507,Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01,
10538,Football Director DS,DS,2008,Sports,Pinnacle,0,0.1,0,0,
10541,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0,0.04,0.01,
10557,E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,
10574,Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0,0.01,
10601,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,
10609,Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0,0,
10616,Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0,0,0.1,0,
10670,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0,0,0.1,0,
10686,Zero4 Champ RR-Z,SNES,1995,Racing,Media Rings,0,0,0.1,0,
10699,Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,0.1,0,
10708,Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,
10713,Project FIFA World Cup,PS2,2002,Sports,Electronic Arts,0,0,0.1,0,
10720,iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,0.08,0.01,0,0.01,
10813,Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0,0,0.1,0,
10834,Whacked!,XB,2002,Misc,Microsoft Game Studios,0.07,0.02,0,0,
10856,FIFA Street 3,DS,2008,Sports,Electronic Arts,0.07,0.02,0,0.01,
10887,Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0,0.01,
10893,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0,0.08,0,0.01,
10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.09,0,0,0.01,
11000,Challenge Me: Brain Puzzles 2,DS,2010,Puzzle,O-Games,0.05,0.04,0,0.01,
11008,Supremacy MMA,PSV,2012,Fighting,505 Games,0.02,0.05,0,0.02,
11085,MLB Superstars,Wii,2008,Sports,Take-Two Interactive,0.08,0,0,0.01,
11154,The Bachelor: The Videogame,DS,2010,Misc,Warner Bros. Interactive Entertainment,0.08,0,0,0.01,
11156,Digimon World 4,GC,2005,Role-Playing,Namco Bandai Games,0.07,0.02,0,0,
11181,Red Faction: Armageddon,PC,2011,Shooter,THQ,0.05,0.02,0,0.01,
11205,Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0,0.08,0,0.01,
11206,Royal Palace of White Sword and The City of Gentiles,XB,2005,Role-Playing,Take-Two Interactive,0.06,0.02,0,0,
11245,Build 'n Race,Wii,2009,Racing,Zoo Games,0.08,0,0,0.01,
11250,MetropolisMania,PS2,2001,Strategy,Natsume,0.04,0.03,0,0.01,
11274,Don King Boxing,DS,2009,Sports,Take-Two Interactive,0.06,0.01,0,0.01,
11276,Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,0.08,0,0,0.01,
11280,"Sesame Street: Ready, Set, Grover!",DS,2011,Misc,Warner Bros. Interactive Entertainment,0.08,0,0,0.01,
11335,Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0,0,0.01,
11358,LEGO Soccer Mania,PS2,2002,Sports,Electronic Arts,0.04,0.03,0,0.01,
11386,Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013,Misc,Takara Tomy,0,0,0.08,0,
11416,Jikkyou Powerful Pro Yakyuu 15,Wii,2008,Sports,Konami Digital Entertainment,0,0,0.08,0,
11431,FIFA Soccer 2003,GC,2002,Sports,Electronic Arts,0.06,0.02,0,0,
11465,Big Mutha Truckers,GC,2003,Racing,Empire Interactive,0.06,0.02,0,0,
11498,Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,0.04,0.03,0,0.01,
11500,AKB1/149: Love Election,PS3,2013,Adventure,Namco Bandai Games,0,0,0.08,0,
11536,Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0,0.08,0,
11579,Rapala Pro Bass Fishing 2010,PS2,2010,Sports,Activision,0.04,0.03,0,0.01,
11624,Ultimate Fighting Championship: Throwdown,GC,2002,Fighting,Ubisoft,0.06,0.02,0,0,
11637,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,0.07,0,0,0.01,
11649,Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,
11702,WipEout HD Fury,PS3,2009,Racing,Sony Computer Entertainment,0,0.06,0,0.02,
11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004,Misc,Crave Entertainment,0.06,0.02,0,0,
11803,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0,0.06,0,0.01,
11866,Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0,0,
11896,Robocalypse,DS,2008,Strategy,Tecmo Koei,0.07,0,0,0,
11911,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0,0,
11926,Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0,0.01,
11934,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0,0,0.07,0,
11947,Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0,0,
11989,Mia Hamm Soccer 64,N64,2000,Sports,THQ,0.06,0.01,0,0,
12122,Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0,0.01,
12152,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0,0,
12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0,0,0.07,0,
12251,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,0.06,0,0,0,
12289,Bullet Girls,PSV,2014,Action,D3Publisher,0,0,0.06,0,
12385,Blur,PC,2010,Racing,Activision,0.01,0.04,0,0.01,
12406,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0,0.01,
12446,World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,
12508,Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0,0,
12531,I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0,0,0,
12537,Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0,0,
12564,Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,0.05,0,0,
12602,Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,0.04,0.01,0,0,
12606,Worms 3D,XB,2003,Strategy,Sega,0.04,0.01,0,0,
12611,PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0,0,0,
12627,Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0,0,0.06,0,
12661,Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0,0,0.06,0,
12685,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0,0,0.06,0,
12762,Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,0,0,0.06,0,
12764,F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,
12771,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0,0,0,
12774,Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,0,0,0.06,0,
12775,MotoGP,GBA,2002,Racing,THQ,0.04,0.01,0,0,
12859,Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,0,0,0.05,0,
12868,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,0,0,0.05,0,
12874,Carve,XB,2004,Racing,Global Star,0.04,0.01,0,0,
12884,Naval Ops: Commander,PS2,2004,Simulation,Tecmo Koei,0.03,0.02,0,0.01,
12888,Rez,PS2,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,
12907,Bust-A-Bloc,PS2,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,
12920,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,0,0,0.05,0,
12925,Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0,0,
12960,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0,0,0.01,
12961,The Nightmare of Druaga: Fushigino Dungeon,PS2,2004,Role-Playing,Arika,0.03,0.02,0,0.01,
12975,Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.05,0,0,0,
13011,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,0,0,0.05,0,
13020,Lagoon,SNES,1991,Role-Playing,Kemco,0,0,0.05,0,
13085,NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05,0,0,0,
13113,Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0,0,0.05,0,
13159,Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.02,0,0,
13170,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0,0,0.05,0,
13195,Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0,0,0.05,0,
13251,Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0,0,
13256,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0,0,0.05,0,
13293,Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0,0,0.05,0,
13307,Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0,0,
13336,Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0,0,0,
13346,Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0,0,0,
13350,Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0,0.04,0,0,
13455,Rat Attack!,PS,1999,Puzzle,Mindscape,0.03,0.02,0,0,
13482,World Championship Spelling,DS,2010,Misc,505 Games,0.04,0,0,0,
13513,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,2007,Misc,Paon,0,0,0.04,0,
13518,FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0,
13550,Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0,0,0,
13564,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.03,0,0,
13574,Chessmaster,GBA,2002,Misc,Ubisoft,0.03,0.01,0,0,
13611,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0,0,0,
13637,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.04,0,0,0,
13692,12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0,0,0.04,0,
13693,Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.04,0,
13798,Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0,0,0.04,0,
13818,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,
13819,Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0,0,0.04,0,
13997,Music Maker: Rockstar,PS2,2009,Misc,Magix,0.02,0.01,0,0,
14019,Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0,0,0.04,0,
14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010,Adventure,Yeti,0,0,0.04,0,
14074,Tao Adventure: Curse Demon,DS,2005,Role-Playing,Konami Digital Entertainment,0.03,0,0,0,
14088,Painkiller: Hell Wars,XB,2006,Shooter,DreamCatcher Interactive,0.03,0.01,0,0,
14110,DoraMoji: Nobita no Kanji Daisakusen,3DS,2015,Misc,Shogakukan,0,0,0.03,0,
14123,Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0,0,0,
14128,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,
14138,Sky Dancers,GBA,2005,Action,Crave Entertainment,0.02,0.01,0,0,
14163,Tsuyo Kiss: Mighty Heart,PS2,2006,Adventure,Princess Soft,0,0,0.03,0,
14177,Diabolik Lovers: Dark Fate,PSV,2015,Action,Idea Factory,0,0,0.03,0,
14204,Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0,0,0.03,0,
14279,.hack: Sekai no Mukou ni + Versus,PS3,2012,Action,Namco Bandai Games,0,0,0.03,0,
14283,Mame Goma: Honobo no Nikki,DS,2007,Simulation,TDK Core,0,0,0.03,0,
14295,Monster Rancher Hop-A-Bout,PS,2000,Action,Tecmo Koei,0.02,0.01,0,0,
14306,Stacked with Daniel Negreanu,PSP,2006,Misc,Myelin Media,0.03,0,0,0,
14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,
14347,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.03,0,
14360,Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb,0,0,0.03,0,
14374,Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown,0,0.02,0,0.01,
14380,Fullmetal Alchemist: Brotherhood,PSP,,Action,Unknown,0,0,0.03,0,
14464,Renai Revenge,PSV,2015,Adventure,TGL,0,0,0.03,0,
14516,D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets,0,0,0.03,0,
14534,Hakuouki,PS2,2008,Adventure,Idea Factory,0,0,0.03,0,
14557,Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,
14562,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0,0,0.03,0,
14563,Planet of the Apes,GBA,2001,Action,Ubisoft,0.02,0.01,0,0,
14622,Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios,0.03,0,0,0,
14627,DeathSmiles II,X360,2010,Shooter,Cave,0,0,0.03,0,
14638,Stellaris,PC,2016,Strategy,Paradox Interactive,0,0.03,0,0,
14720,Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,0.03,0,
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,0.03,0,
14748,ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0,0,0.03,0,
14818,Renegade Racers,PS,1999,Racing,Interplay,0.01,0.01,0,0,
14825,Backyard NFL Football,Wii,2007,Sports,Atari,0.02,0,0,0,
14827,Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0,
14842,Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0,0,
14852,Legacy of Ys: Books I & II,DS,,Role-Playing,Unknown,0.02,0,0,0,
14865,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0,
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0,0,0.03,0,
14956,Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0,0,
14973,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0,0,0.02,0,
15011,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0,
15019,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,
15072,Escape the Emerald Star,PC,2011,Puzzle,PopCap Games,0.02,0,0,0,
15080,Line Rider 2: Unbound,Wii,2008,Puzzle,Deep Silver,0.02,0,0,0,
15090,Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,
15105,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009,Adventure,Tecmo Koei,0,0,0.02,0,
15112,Grey's Anatomy: The Video Game,PC,2009,Adventure,Ubisoft,0,0.02,0,0,
15128,Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0,0,0.02,0,
15134,Serious Sam HD: Gold Edition,PC,2010,Shooter,Devolver Digital,0,0.02,0,0,
15136,RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0,0,0,
15192,Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,
15232,Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,0.02,0,0,
15233,Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Action,BAM! Entertainment,0.02,0,0,0,
15302,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,
15304,Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,
15316,Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,0.01,0,0,0,
15412,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,0.02,0,0,
15421,Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,
15430,The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,
15438,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0,0.02,0,0,
15453,Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,0.02,0,0,0,
15484,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,
15508,Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,
15532,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,
